Observation Number,Measurement Date (UTC),Measurement Time (UTC),Observation Latitude,Observation Longitude,North Image URL,North Clearsky,North Cirrus/Cirrostratus,North Cirrocumulus/Altocumulus,North Altostratus/Stratus,North Stratocumulus,North Cumulus,North Cumulonimbus,North Contrails,North Smoke/Haze,North Dust,North Agreement,North Classification Count,North Retirement,East Image URL,East Clearsky,East Cirrus/Cirrostratus,East Cirrocumulus/Altocumulus,East Altostratus/Stratus,East Stratocumulus,East Cumulus,East Cumulonimbus,East Contrails,East Smoke/Haze,East Dust,East Agreement,East Classification Count,East Retirement,South Image URL,South Clearsky,South Cirrus/Cirrostratus,South Cirrocumulus/Altocumulus,South Altostratus/Stratus,South Stratocumulus,South Cumulus,South Cumulonimbus,South Contrails,South Smoke/Haze,South Dust,South Agreement,South Classification Count,South Retirement,West Image URL,West Clearsky,West Cirrus/Cirrostratus,West Cirrocumulus/Altocumulus,West Altostratus/Stratus,West Stratocumulus,West Cumulus,West Cumulonimbus,West Contrails,West Smoke/Haze,West Dust,West Agreement,West Classification Count,West Retirement,Up Image URL,Up Clearsky,Up Cirrus/Cirrostratus,Up Cirrocumulus/Altocumulus,Up Altostratus/Stratus,Up Stratocumulus,Up Cumulus,Up Cumulonimbus,Up Contrails,Up Smoke/Haze,Up Dust,Up Agreement,Up Classification Count,Up Retirement
116-261219-85645361-202201231427,2022-01-23,14:27:00,45.120500,14.102400,https://data.globe.gov/system/photos/2022/01/23/2607469/original.jpg,1,0,0,0,0,0,0,0,0,0,1.0,5,consensus,https://data.globe.gov/system/photos/2022/01/23/2607471/original.jpg,1,0,0,0,0,0,0,0,0,0,1.0,5,consensus,https://data.globe.gov/system/photos/2022/01/23/2607470/original.jpg,0,0,0,0,0,1,0,0,0,0,0.5,8,classification_count,https://data.globe.gov/system/photos/2022/01/23/2607472/original.jpg,1,0,0,0,0,0,0,0,0,0,0.5,8,classification_count,https://data.globe.gov/system/photos/2022/01/23/2607473/original.jpg,1,0,0,0,0,0,0,0,0,0,1.0,5,consensus
116-261225-85675344-202201231240,2022-01-23,12:40:00,45.079300,14.159200,https://data.globe.gov/system/photos/2022/01/23/2607257/original.jpg,0,0,1,0,0,0,0,0,0,0,0.4,8,classification_count,https://data.globe.gov/system/photos/2022/01/23/2607260/original.jpg,1,0,0,0,0,0,0,0,0,0,0.5,8,classification_count,https://data.globe.gov/system/photos/2022/01/23/2607258/original.jpg,5,5,5,5,5,5,5,5,5,5,0,0,other,https://data.globe.gov/system/photos/2022/01/23/2607261/original.jpg,1,0,0,0,0,0,0,0,0,0,1.0,5,consensus,https://data.globe.gov/system/photos/2022/01/23/2607265/original.jpg,1,0,0,0,0,0,0,0,0,0,0.5,8,classification_count
116-261240-85791585-202201231604,2022-01-23,16:04:00,43.780800,-79.413900,https://data.globe.gov/system/photos/2022/01/23/2607920/original.jpg,5,5,5,5,5,5,5,5,5,5,0,0,other,https://data.globe.gov/system/photos/2022/01/23/2607922/original.jpg,0,0,0,1,0,0,0,0,0,0,1.0,5,consensus,https://data.globe.gov/system/photos/2022/01/23/2607921/original.jpg,5,5,5,5,5,5,5,5,5,5,0,0,other,https://data.globe.gov/system/photos/2022/01/23/2607923/original.jpg,5,5,5,5,5,5,5,5,5,5,0,0,other,https://data.globe.gov/system/photos/2022/01/23/2607924/original.jpg,0,0,0,1,0,0,0,0,0,0,0.8,5,consensus
116-261240-85791585-202201231743,2022-01-23,17:43:00,43.780700,-79.413900,https://data.globe.gov/system/photos/2022/01/23/2608229/original.jpg,0,1,0,0,0,0,0,0,0,0,0.8,5,consensus,https://data.globe.gov/system/photos/2022/01/23/2608232/original.jpg,0,0,1,0,0,0,0,0,0,0,0.5,8,classification_count,https://data.globe.gov/system/photos/2022/01/23/2608230/original.jpg,5,5,5,5,5,5,5,5,5,5,0,0,other,https://data.globe.gov/system/photos/2022/01/23/2608233/original.jpg,0,1,0,0,0,0,0,0,0,0,0.8,8,classification_count,https://data.globe.gov/system/photos/2022/01/23/2608234/original.jpg,0,0,0,0,1,0,0,0,0,0,0.4,8,classification_count
116-261267-85802660-202201241859,2022-01-24,18:59:00,31.855500,-106.456400,https://data.globe.gov/system/photos/2022/01/24/2612119/original.jpg,1,0,0,0,0,0,0,0,0,0,1.0,5,consensus,https://data.globe.gov/system/photos/2022/01/24/2612121/original.jpg,1,0,0,0,0,0,0,0,0,0,1.0,5,consensus,https://data.globe.gov/system/photos/2022/01/24/2612120/original.jpg,1,0,0,0,0,0,0,0,0,0,0.8,5,consensus,https://data.globe.gov/system/photos/2022/01/24/2612122/original.jpg,1,0,0,0,0,0,0,0,0,0,1.0,5,consensus,https://data.globe.gov/system/photos/2022/01/24/2612123/original.jpg,1,0,0,0,0,0,0,0,0,0,1.0,5,consensus
116-261267-85802660-202201250009,2022-01-25,00:09:00,31.855400,-106.456500,https://data.globe.gov/system/photos/2022/01/25/2612899/original.jpg,1,0,0,0,0,0,0,0,0,0,1.0,5,consensus,https://data.globe.gov/system/photos/2022/01/25/2612901/original.jpg,1,0,0,0,0,0,0,0,0,0,1.0,5,consensus,https://data.globe.gov/system/photos/2022/01/25/2612900/original.jpg,1,0,0,0,0,0,0,0,0,0,1.0,5,consensus,https://data.globe.gov/system/photos/2022/01/25/2612902/original.jpg,1,0,0,0,0,0,0,0,0,0,1.0,5,consensus,https://data.globe.gov/system/photos/2022/01/25/2612903/original.jpg,1,0,0,0,0,0,0,0,0,0,1.0,5,consensus
116-261267-85802660-202201252121,2022-01-25,21:21:00,31.855500,-106.456400,https://data.globe.gov/system/photos/2022/01/25/2615964/original.jpg,0,1,0,0,0,0,0,0,0,0,0.8,5,consensus,https://data.globe.gov/system/photos/2022/01/25/2615966/original.jpg,1,0,0,0,0,0,0,0,0,0,0.5,8,classification_count,https://data.globe.gov/system/photos/2022/01/25/2615965/original.jpg,1,0,0,0,0,0,0,0,0,0,1.0,5,consensus,https://data.globe.gov/system/photos/2022/01/25/2615967/original.jpg,0,1,0,0,0,0,0,0,0,0,0.4,8,classification_count,https://data.globe.gov/system/photos/2022/01/25/2615968/original.jpg,1,0,0,0,0,0,0,0,0,0,0.5,8,classification_count
116-261271-85785812-202201251724,2022-01-25,17:24:00,19.119300,-96.232700,https://data.globe.gov/system/photos/2022/01/25/2614990/original.jpg,0,0,0,0,0,1,0,0,0,0,0.4,8,classification_count,https://data.globe.gov/system/photos/2022/01/25/2614992/original.jpg,0,0,0,0,1,0,0,0,0,0,0.8,5,consensus,https://data.globe.gov/system/photos/2022/01/25/2614991/original.jpg,0,0,0,0,1,0,0,0,0,0,0.6,8,classification_count,https://data.globe.gov/system/photos/2022/01/25/2614993/original.jpg,0,1,0,0,0,0,0,0,0,0,0.5,8,classification_count,https://data.globe.gov/system/photos/2022/01/25/2614994/original.jpg,0,0,0,0,1,0,0,0,0,0,0.5,8,classification_count
116-261281-85727051-202201231550,2022-01-23,15:50:00,33.853300,-84.611800,https://data.globe.gov/system/photos/2022/01/23/2607755/original.jpg,1,0,0,0,0,0,0,0,0,0,1.0,5,consensus,https://data.globe.gov/system/photos/2022/01/23/2607757/original.jpg,1,0,0,0,0,0,0,0,0,0,1.0,5,consensus,https://data.globe.gov/system/photos/2022/01/23/2607756/original.jpg,1,0,0,0,0,0,0,0,0,0,1.0,5,consensus,https://data.globe.gov/system/photos/2022/01/23/2607758/original.jpg,1,0,0,0,0,0,0,0,0,0,1.0,5,consensus,https://data.globe.gov/system/photos/2022/01/23/2607759/original.jpg,1,0,0,0,0,0,0,0,0,0,0.8,5,consensus
116-261284-85803793-202201251559,2022-01-25,15:59:00,-35.116000,-60.503400,https://data.globe.gov/system/photos/2022/01/25/2614665/original.jpg,0,0,0,0,0,1,0,0,0,0,0.8,5,consensus,https://data.globe.gov/system/photos/2022/01/25/2614667/original.jpg,0,0,0,0,0,1,0,0,0,0,0.6,8,classification_count,https://data.globe.gov/system/photos/2022/01/25/2614666/original.jpg,5,5,5,5,5,5,5,5,5,5,0,0,other,https://data.globe.gov/system/photos/2022/01/25/2614668/original.jpg,0,1,0,0,0,1,0,0,0,0,0.5,8,classification_count,https://data.globe.gov/system/photos/2022/01/25/2614669/original.jpg,0,0,0,0,0,1,0,0,0,0,0.5,8,classification_count
116-261299-85804880-202201250437,2022-01-25,04:37:00,-34.927400,138.679700,https://data.globe.gov/system/photos/2022/01/25/2613116/original.jpg,0,0,0,0,0,1,0,0,0,0,1.0,5,consensus,https://data.globe.gov/system/photos/2022/01/25/2613118/original.jpg,0,0,0,0,0,1,0,0,0,0,0.8,5,consensus,https://data.globe.gov/system/photos/2022/01/25/2613117/original.jpg,5,5,5,5,5,5,5,5,5,5,0,0,other,https://data.globe.gov/system/photos/2022/01/25/2613119/original.jpg,0,0,0,0,1,0,0,0,0,0,0.5,8,classification_count,https://data.globe.gov/system/photos/2022/01/25/2613120/original.jpg,0,0,0,0,0,1,0,0,0,0,0.4,8,classification_count
116-261301-85713005-202201251401,2022-01-25,14:01:00,45.109400,14.088600,https://data.globe.gov/system/photos/2022/01/25/2614087/original.jpg,1,0,0,0,0,0,0,0,0,0,1.0,5,consensus,https://data.globe.gov/system/photos/2022/01/25/2614089/original.jpg,1,0,0,0,0,0,0,0,0,0,1.0,5,consensus,https://data.globe.gov/system/photos/2022/01/25/2614088/original.jpg,1,0,0,0,0,0,0,0,0,0,1.0,5,consensus,https://data.globe.gov/system/photos/2022/01/25/2614090/original.jpg,5,5,5,5,5,5,5,5,5,5,0,0,other,https://data.globe.gov/system/photos/2022/01/25/2614091/original.jpg,1,0,0,0,0,0,0,0,0,0,1.0,5,consensus
116-261322-85740414-202201232030,2022-01-23,20:30:00,30.534600,-97.617500,https://data.globe.gov/system/photos/2022/01/23/2608830/original.jpg,0,0,0,1,0,0,0,0,0,0,0.6,8,classification_count,https://data.globe.gov/system/photos/2022/01/23/2608832/original.jpg,0,0,0,1,0,0,0,0,0,0,1.0,5,consensus,https://data.globe.gov/system/photos/2022/01/23/2608831/original.jpg,0,0,0,1,0,0,0,0,0,0,0.5,8,classification_count,https://data.globe.gov/system/photos/2022/01/23/2608833/original.jpg,0,0,0,0,1,0,0,0,0,0,0.5,8,classification_count,https://data.globe.gov/system/photos/2022/01/23/2608834/original.jpg,0,0,0,0,1,0,0,0,0,0,0.6,8,classification_count
116-261324-64359859-202201250423,2022-01-25,04:23:00,7.813000,99.943800,https://data.globe.gov/system/photos/2022/01/25/2613110/original.jpg,0,0,0,0,1,0,0,0,0,0,0.4,8,classification_count,https://data.globe.gov/system/photos/2022/01/25/2613112/original.jpg,0,0,0,0,1,0,0,0,0,0,0.2,8,classification_count,https://data.globe.gov/system/photos/2022/01/25/2613111/original.jpg,0,0,0,0,1,0,0,0,0,0,0.5,8,classification_count,https://data.globe.gov/system/photos/2022/01/25/2613113/original.jpg,0,0,0,0,1,0,0,0,0,0,0.4,8,classification_count,https://data.globe.gov/system/photos/2022/01/25/2613114/original.jpg,0,0,0,0,1,0,0,0,0,0,0.8,5,consensus
116-261371-85614977-202201231327,2022-01-23,13:27:00,45.096300,14.111600,https://data.globe.gov/system/photos/2022/01/23/2607387/original.jpg,0,0,0,0,0,1,0,0,0,0,1.0,5,consensus,https://data.globe.gov/system/photos/2022/01/23/2607389/original.jpg,0,0,0,0,0,1,0,0,0,0,1.0,5,consensus,https://data.globe.gov/system/photos/2022/01/23/2607388/original.jpg,0,0,0,0,0,1,0,0,0,0,0.2,8,classification_count,https://data.globe.gov/system/photos/2022/01/23/2607390/original.jpg,0,0,0,0,0,1,0,0,0,0,0.4,8,classification_count,https://data.globe.gov/system/photos/2022/01/23/2607391/original.jpg,0,0,0,0,0,1,0,0,0,0,0.4,8,classification_count
116-261379-85649936-202201231338,2022-01-23,13:38:00,45.104200,14.116500,https://data.globe.gov/system/photos/2022/01/23/2607380/original.jpg,1,0,0,0,0,0,0,0,0,0,1.0,5,consensus,https://data.globe.gov/system/photos/2022/01/23/2607382/original.jpg,1,0,0,0,0,0,0,0,0,0,1.0,5,consensus,https://data.globe.gov/system/photos/2022/01/23/2607381/original.jpg,5,5,5,5,5,5,5,5,5,5,0,0,other,https://data.globe.gov/system/photos/2022/01/23/2607383/original.jpg,0,0,0,0,0,1,0,0,0,0,0.8,5,consensus,https://data.globe.gov/system/photos/2022/01/23/2607384/original.jpg,1,0,0,0,0,0,0,0,0,0,0.8,5,consensus
116-261379-85860420-202201241554,2022-01-24,15:54:00,45.104700,14.116100,https://data.globe.gov/system/photos/2022/01/24/2611143/original.jpg,0,0,0,0,0,1,0,0,0,0,0.4,8,classification_count,https://data.globe.gov/system/photos/2022/01/24/2611145/original.jpg,0,0,0,0,0,1,0,0,0,0,0.2,8,classification_count,https://data.globe.gov/system/photos/2022/01/24/2611144/original.jpg,0,0,0,0,1,0,0,0,0,0,0.5,8,classification_count,https://data.globe.gov/system/photos/2022/01/24/2614673/original.jpg,0,0,0,0,1,0,0,0,0,0,0.8,8,classification_count,https://data.globe.gov/system/photos/2022/01/24/2614674/original.jpg,0,0,0,0,1,0,0,0,0,0,0.8,5,consensus
116-261386-85776535-202201241049,2022-01-24,10:49:00,51.244000,6.775800,https://data.globe.gov/system/photos/2022/01/24/2610154/original.jpg,0,0,0,0,1,0,0,0,0,0,0.4,8,classification_count,https://data.globe.gov/system/photos/2022/01/24/2610156/original.jpg,0,0,0,0,0,1,0,0,0,0,0.5,8,classification_count,https://data.globe.gov/system/photos/2022/01/24/2610155/original.jpg,0,0,0,0,0,1,0,0,0,0,0.4,8,classification_count,https://data.globe.gov/system/photos/2022/01/24/2610157/original.jpg,0,0,0,0,0,1,0,0,0,0,0.4,8,classification_count,https://data.globe.gov/system/photos/2022/01/24/2610158/original.jpg,0,1,0,0,0,0,0,0,0,0,0.4,8,classification_count
116-261386-85776535-202201251153,2022-01-25,11:53:00,51.244000,6.775800,https://data.globe.gov/system/photos/2022/01/25/2613778/original.jpg,0,0,0,1,0,0,0,0,0,0,1.0,6,consensus,https://data.globe.gov/system/photos/2022/01/25/2613782/original.jpg,0,0,0,1,0,0,0,0,0,0,0.8,5,consensus,https://data.globe.gov/system/photos/2022/01/25/2613781/original.jpg,5,5,5,5,5,5,5,5,5,5,0,0,other,https://data.globe.gov/system/photos/2022/01/25/2613783/original.jpg,0,0,0,1,0,0,0,0,0,0,0.8,5,consensus,https://data.globe.gov/system/photos/2022/01/25/2613784/original.jpg,0,0,0,0,0,0,0,0,0,0,0.4,8,classification_count
116-261387-85650005-202201231552,2022-01-23,15:52:00,45.101800,14.117600,https://data.globe.gov/system/photos/2022/01/23/2607799/original.jpg,0,0,0,1,0,0,0,0,0,0,0.4,8,classification_count,https://data.globe.gov/system/photos/2022/01/23/2607801/original.jpg,0,0,0,0,1,0,0,0,0,0,0.4,8,classification_count,https://data.globe.gov/system/photos/2022/01/23/2607800/original.jpg,0,0,0,0,1,0,0,0,0,0,0.4,8,classification_count,https://data.globe.gov/system/photos/2022/01/23/2607802/original.jpg,5,5,5,5,5,5,5,5,5,5,0,0,other,https://data.globe.gov/system/photos/2022/01/23/2607803/original.jpg,0,0,0,1,0,0,0,0,0,0,0.8,8,classification_count
116-261396-85729047-202201251753,2022-01-25,17:53:00,6.625800,3.331100,https://data.globe.gov/system/photos/2022/01/25/2615112/original.jpg,0,0,0,0,0,0,0,0,0,0,0.4,8,classification_count,https://data.globe.gov/system/photos/2022/01/25/2615114/original.jpg,0,0,0,0,0,0,0,0,0,0,0.5,8,classification_count,https://data.globe.gov/system/photos/2022/01/25/2615113/original.jpg,5,5,5,5,5,5,5,5,5,5,0,0,other,https://data.globe.gov/system/photos/2022/01/25/2615116/original.jpg,5,5,5,5,5,5,5,5,5,5,0,0,other,https://data.globe.gov/system/photos/2022/01/25/2615117/original.jpg,5,5,5,5,5,5,5,5,5,5,0,0,other
116-261406-85713005-202201241352,2022-01-24,13:52:00,45.109300,14.088600,https://data.globe.gov/system/photos/2022/01/24/2610677/original.jpg,0,1,0,0,0,0,0,0,0,0,0.4,8,classification_count,https://data.globe.gov/system/photos/2022/01/24/2610682/original.jpg,0,0,0,0,0,1,0,0,0,0,1.0,5,consensus,https://data.globe.gov/system/photos/2022/01/24/2610680/original.jpg,0,0,0,0,0,1,0,0,0,0,0.8,5,consensus,https://data.globe.gov/system/photos/2022/01/24/2610685/original.jpg,0,0,0,1,0,0,0,0,0,0,0.2,8,classification_count,https://data.globe.gov/system/photos/2022/01/24/2610686/original.jpg,0,0,0,0,0,1,0,0,0,0,0.5,8,classification_count
116-261413-85747371-202201241659,2022-01-24,16:59:00,43.410700,-70.731900,https://data.globe.gov/system/photos/2022/01/24/2611398/original.jpg,1,0,0,0,0,0,0,0,0,0,1.0,5,consensus,https://data.globe.gov/system/photos/2022/01/24/2611400/original.jpg,0,1,0,0,0,0,0,0,0,0,0.6,8,classification_count,https://data.globe.gov/system/photos/2022/01/24/2611399/original.jpg,0,0,1,0,0,0,0,0,0,0,0.2,8,classification_count,https://data.globe.gov/system/photos/2022/01/24/2611401/original.jpg,1,0,0,0,0,0,0,0,0,0,0.6,8,classification_count,https://data.globe.gov/system/photos/2022/01/24/2611402/original.jpg,1,0,0,0,0,0,0,0,0,0,1.0,5,consensus
116-261421-85693123-202201231549,2022-01-23,15:49:00,42.991900,-85.636500,https://data.globe.gov/system/photos/2022/01/23/2607783/original.jpg,0,1,0,0,0,0,0,0,0,0,0.4,8,classification_count,https://data.globe.gov/system/photos/2022/01/23/2607785/original.jpg,1,0,0,0,0,0,0,0,0,0,0.8,5,consensus,https://data.globe.gov/system/photos/2022/01/23/2607784/original.jpg,0,0,0,0,0,1,0,0,0,0,0.8,5,consensus,https://data.globe.gov/system/photos/2022/01/23/2607786/original.jpg,1,0,0,0,0,0,0,0,0,0,1.0,5,consensus,https://data.globe.gov/system/photos/2022/01/23/2607787/original.jpg,1,0,0,0,0,0,0,0,0,0,1.0,5,consensus
116-261421-85693123-202201231924,2022-01-23,19:24:00,42.991900,-85.636500,https://data.globe.gov/system/photos/2022/01/23/2608576/original.jpg,0,0,0,0,0,1,0,0,0,0,0.5,8,classification_count,https://data.globe.gov/system/photos/2022/01/23/2608578/original.jpg,5,5,5,5,5,5,5,5,5,5,0,0,other,https://data.globe.gov/system/photos/2022/01/23/2608577/original.jpg,0,0,0,0,1,0,0,0,0,0,0.4,8,classification_count,https://data.globe.gov/system/photos/2022/01/23/2608579/original.jpg,0,0,0,0,0,1,0,0,0,0,1.0,5,consensus,https://data.globe.gov/system/photos/2022/01/23/2608580/original.jpg,0,0,0,0,0,1,0,0,0,0,0.5,8,classification_count
116-261421-85693123-202201241634,2022-01-24,16:34:00,42.991900,-85.636500,https://data.globe.gov/system/photos/2022/01/24/2611222/original.jpg,5,5,5,5,5,5,5,5,5,5,0,0,other,https://data.globe.gov/system/photos/2022/01/24/2611225/original.jpg,5,5,5,5,5,5,5,5,5,5,0,0,other,https://data.globe.gov/system/photos/2022/01/24/2611224/original.jpg,5,5,5,5,5,5,5,5,5,5,0,0,other,https://data.globe.gov/system/photos/2022/01/24/2611226/original.jpg,0,0,0,1,0,0,0,0,0,0,1.0,5,consensus,https://data.globe.gov/system/photos/2022/01/24/2611227/original.jpg,0,0,0,1,0,0,0,0,0,0,0.4,8,classification_count
116-261421-85693123-202201241823,2022-01-24,18:23:00,42.991900,-85.636500,https://data.globe.gov/system/photos/2022/01/24/2611790/original.jpg,0,0,0,1,0,0,0,0,0,0,0.6,8,classification_count,https://data.globe.gov/system/photos/2022/01/24/2611792/original.jpg,5,5,5,5,5,5,5,5,5,5,0,0,other,https://data.globe.gov/system/photos/2022/01/24/2611791/original.jpg,5,5,5,5,5,5,5,5,5,5,0,0,other,https://data.globe.gov/system/photos/2022/01/24/2611794/original.jpg,0,0,0,1,0,0,0,0,0,0,1.0,5,consensus,https://data.globe.gov/system/photos/2022/01/24/2611796/original.jpg,0,0,0,1,0,0,0,0,0,0,1.0,6,consensus
116-261421-85693123-202201251539,2022-01-25,15:39:00,42.991800,-85.636200,https://data.globe.gov/system/photos/2022/01/25/2614472/original.jpg,5,5,5,5,5,5,5,5,5,5,0,0,other,https://data.globe.gov/system/photos/2022/01/25/2614474/original.jpg,5,5,5,5,5,5,5,5,5,5,0,0,other,https://data.globe.gov/system/photos/2022/01/25/2614473/original.jpg,0,0,0,0,1,0,0,0,0,0,0.6,8,classification_count,https://data.globe.gov/system/photos/2022/01/25/2614475/original.jpg,0,0,0,0,0,1,0,0,0,0,0.5,8,classification_count,https://data.globe.gov/system/photos/2022/01/25/2614476/original.jpg,0,0,0,0,0,1,0,0,0,0,0.4,8,classification_count
116-261421-85693123-202201251903,2022-01-25,19:03:00,42.991900,-85.636500,https://data.globe.gov/system/photos/2022/01/25/2615347/original.jpg,5,5,5,5,5,5,5,5,5,5,0,0,other,https://data.globe.gov/system/photos/2022/01/25/2615350/original.jpg,5,5,5,5,5,5,5,5,5,5,0,0,other,https://data.globe.gov/system/photos/2022/01/25/2615348/original.jpg,5,5,5,5,5,5,5,5,5,5,0,0,other,https://data.globe.gov/system/photos/2022/01/25/2615351/original.jpg,0,0,0,1,0,0,0,0,0,0,1.0,5,consensus,https://data.globe.gov/system/photos/2022/01/25/2615353/original.jpg,0,0,0,1,0,0,0,0,0,0,0.8,8,classification_count
116-261431-41182951-202201241809,2022-01-24,18:09:00,41.748900,-111.798400,https://data.globe.gov/system/photos/2022/01/24/2611651/original.jpg,0,1,0,0,0,0,0,0,0,0,0.6,8,classification_count,https://data.globe.gov/system/photos/2022/01/24/2611653/original.jpg,0,1,0,0,0,0,0,0,0,0,0.8,5,consensus,https://data.globe.gov/system/photos/2022/01/24/2611652/original.jpg,0,1,0,0,0,0,0,0,0,0,0.8,5,consensus,https://data.globe.gov/system/photos/2022/01/24/2611654/original.jpg,0,1,0,0,0,0,0,0,0,0,0.6,8,classification_count,https://data.globe.gov/system/photos/2022/01/24/2611655/original.jpg,1,0,0,0,0,0,0,0,0,0,0.8,8,classification_count
116-261440-85732850-202201251526,2022-01-25,15:26:00,-17.070900,-70.843700,https://data.globe.gov/system/photos/2022/01/25/2614416/original.jpg,0,0,1,0,0,0,0,0,0,0,0.5,8,classification_count,https://data.globe.gov/system/photos/2022/01/25/2614424/original.jpg,1,0,0,0,0,0,0,0,0,0,1.0,5,consensus,https://data.globe.gov/system/photos/2022/01/25/2614420/original.jpg,5,5,5,5,5,5,5,5,5,5,0,0,other,https://data.globe.gov/system/photos/2022/01/25/2614429/original.jpg,0,0,1,0,0,0,0,0,0,0,0.8,8,classification_count,https://data.globe.gov/system/photos/2022/01/25/2614432/original.jpg,0,0,1,0,0,0,0,0,0,0,0.8,5,consensus
116-261454-85805298-202201231846,2022-01-23,18:46:00,35.785600,-78.747500,https://data.globe.gov/system/photos/2022/01/23/2608415/original.jpg,1,0,0,0,0,0,0,0,0,0,1.0,5,consensus,https://data.globe.gov/system/photos/2022/01/23/2608417/original.jpg,1,0,0,0,0,0,0,0,0,0,1.0,5,consensus,https://data.globe.gov/system/photos/2022/01/23/2608416/original.jpg,0,0,0,0,0,1,0,0,0,0,0.5,8,classification_count,https://data.globe.gov/system/photos/2022/01/23/2608418/original.jpg,1,0,0,0,0,0,0,0,0,0,1.0,5,consensus,https://data.globe.gov/system/photos/2022/01/23/2608419/original.jpg,1,0,0,0,0,0,0,0,0,0,1.0,5,consensus
116-261463-85793933-202201232108,2022-01-23,21:08:00,46.173000,-119.131000,https://data.globe.gov/system/photos/2022/01/23/2608939/original.jpg,0,0,0,1,0,0,0,0,0,0,0.8,5,consensus,https://data.globe.gov/system/photos/2022/01/23/2608941/original.jpg,0,0,0,1,0,0,0,0,0,0,1.0,5,consensus,https://data.globe.gov/system/photos/2022/01/23/2608940/original.jpg,0,0,0,1,0,0,0,0,0,0,0.8,5,consensus,https://data.globe.gov/system/photos/2022/01/23/2608942/original.jpg,0,0,0,1,0,0,0,0,0,0,1.0,5,consensus,https://data.globe.gov/system/photos/2022/01/23/2608943/original.jpg,0,0,0,1,0,0,0,0,0,0,0.5,8,classification_count
116-261490-85779520-202201230442,2022-01-23,04:42:00,24.007000,85.358100,https://data.globe.gov/system/photos/2022/01/23/2606643/original.jpg,0,0,0,1,0,0,0,0,0,0,0.8,5,consensus,https://data.globe.gov/system/photos/2022/01/23/2606645/original.jpg,0,0,0,1,0,0,0,0,0,0,0.5,8,classification_count,https://data.globe.gov/system/photos/2022/01/23/2606644/original.jpg,0,0,0,1,0,0,0,0,0,0,0.8,5,consensus,https://data.globe.gov/system/photos/2022/01/23/2606646/original.jpg,0,0,0,1,0,0,0,0,0,0,0.8,5,consensus,https://data.globe.gov/system/photos/2022/01/23/2606647/original.jpg,0,0,0,1,0,0,0,0,0,0,0.6,8,classification_count
116-261490-85779520-202201230753,2022-01-23,07:53:00,24.007000,85.358100,https://data.globe.gov/system/photos/2022/01/23/2606781/original.jpg,0,0,0,1,0,0,0,0,0,0,0.8,5,consensus,https://data.globe.gov/system/photos/2022/01/23/2606785/original.jpg,0,0,0,1,0,0,0,0,0,0,0.8,8,classification_count,https://data.globe.gov/system/photos/2022/01/23/2606783/original.jpg,0,0,0,1,0,0,0,0,0,0,0.4,8,classification_count,https://data.globe.gov/system/photos/2022/01/23/2606786/original.jpg,0,0,0,1,0,0,0,0,0,0,1.0,5,consensus,https://data.globe.gov/system/photos/2022/01/23/2606787/original.jpg,0,0,0,1,0,0,0,0,0,0,0.5,8,classification_count
116-261506-85657354-202201241415,2022-01-24,14:15:00,45.104100,14.107800,https://data.globe.gov/system/photos/2022/01/24/2610849/original.jpg,0,0,0,0,0,1,0,0,0,0,0.8,8,classification_count,https://data.globe.gov/system/photos/2022/01/24/2610851/original.jpg,0,1,0,0,0,0,0,0,0,0,0.4,8,classification_count,https://data.globe.gov/system/photos/2022/01/24/2610850/original.jpg,0,0,0,0,0,1,0,0,0,0,0.8,5,consensus,https://data.globe.gov/system/photos/2022/01/24/2610852/original.jpg,0,0,0,0,0,1,0,0,0,0,0.2,8,classification_count,https://data.globe.gov/system/photos/2022/01/24/2614560/original.jpg,0,1,0,0,0,0,0,0,0,0,0.6,8,classification_count
116-261517-85817983-202201241250,2022-01-24,12:50:00,7.190600,80.111300,https://data.globe.gov/system/photos/2022/01/24/2610539/original.jpg,0,0,0,0,0,0,0,0,0,0,0.6,8,classification_count,https://data.globe.gov/system/photos/2022/01/24/2610541/original.jpg,1,0,0,0,0,0,0,0,0,0,0.5,8,classification_count,https://data.globe.gov/system/photos/2022/01/24/2610540/original.jpg,5,5,5,5,5,5,5,5,5,5,0,0,other,https://data.globe.gov/system/photos/2022/01/24/2610542/original.jpg,0,0,0,0,0,1,0,0,0,0,0.2,8,classification_count,https://data.globe.gov/system/photos/2022/01/24/2610544/original.jpg,0,0,0,1,0,0,0,0,0,0,0.6,8,classification_count
116-261570-85645361-202201241413,2022-01-24,14:13:00,45.120200,14.104100,https://data.globe.gov/system/photos/2022/01/24/2610776/original.jpg,0,0,0,0,1,0,0,0,0,0,0.4,8,classification_count,https://data.globe.gov/system/photos/2022/01/24/2610778/original.jpg,0,1,0,0,0,0,0,0,0,0,0.5,8,classification_count,https://data.globe.gov/system/photos/2022/01/24/2610777/original.jpg,1,0,0,0,0,0,0,0,0,0,0.8,5,consensus,https://data.globe.gov/system/photos/2022/01/24/2610780/original.jpg,0,0,0,0,1,0,0,0,0,0,0.8,5,consensus,https://data.globe.gov/system/photos/2022/01/24/2610781/original.jpg,1,0,0,0,0,0,0,0,0,0,1.0,5,consensus
